"Provider.Number","Communication.with.Nurses.Achievement.Points","Communication.with.Nurses.Improvement.Points","Communication.with.Nurses.Dimension.Score","Communication.with.Doctors.Achievement.Points","Communication.with.Doctors.Improvement.Points","Communication.with.Doctors.Dimension.Score","Responsiveness.of.Hospital.Staff.Achievement.Points","Responsiveness.of.Hospital.Staff.Improvement.Points","Responsiveness.of.Hospital.Staff.Dimension.Score","Pain.Management.Achievement.Points","Pain.Management.Improvement.Points","Pain.Management.Dimension.Score","Communication.about.Medicines.Achievement.Points","Communication.about.Medicines.Improvement.Points","Communication.about.Medicines.Dimension.Score","Cleanliness.and.Quietness.of.Hospital.Environment.Achievement.Points","Cleanliness.and.Quietness.of.Hospital.Environment.Improvement.Points","Cleanliness.and.Quietness.of.Hospital.Environment.Dimension.Score","Discharge.Information.Achievement.Points","Discharge.Information.Improvement.Points","Discharge.Information.Dimension.Score","Overall..Rating.of.Hospital.Achievement.Points","Overall.Rating.of.Hospital.Improvement.Points","Overall.Rating.of.Hospital.Dimension.Score","HCAHPS.Base.Score","HCAHPS.Consistency.Score","IMM.2.Performance.Rate","IMM.2.Achievement.Points","IMM.2.Improvement.Points","IMM.2.Measure.Score","Preventive.Condition.Procedure.Score","Hospital.Name","State","Start.Date","End.Date","Excess.Readmission.Ratio.READM.30.AMI.HRRP","Excess.Readmission.Ratio.READM.30.COPD.HRRP","Excess.Readmission.Ratio.READM.30.HF.HRRP","Excess.Readmission.Ratio.READM.30.HIP.KNEE.HRRP","Excess.Readmission.Ratio.READM.30.PN.HRRP","Address","City","ZIP.Code","County.Name","MORT.30.AMI.Performance.Rate","MORT.30.AMI.Achievement.Points","MORT.30.AMI.Improvement.Points","MORT.30.AMI.Measure.Score","MORT.30.HF.Performance.Rate","MORT.30.HF.Achievement.Points","MORT.30.HF.Improvement.Points","MORT.30.HF.Measure.Score","MORT.30.PN.Performance.Rate","MORT.30.PN.Achievement.Points","MORT.30.PN.Improvement.Points","MORT.30.PN.Measure.Score","PSI.90.Performance.Rate","PSI.90.Achievement.Points","PSI.90.Improvement.Points","PSI.90.Measure.Score","HAI.1.Performance.Rate","HAI.1.Achievement.Points","HAI.1.Improvement.Points","HAI.1.Measure.Score","HAI.2.Performance.Rate","HAI.2.Achievement.Points","HAI.2.Improvement.Points","HAI.2.Measure.Score","Combined.SSI.Measure.Score","HAI.3.Performance.Rate","HAI.3.Achievement.Points","HAI.3.Improvement.Points","HAI.3.Measure.Score","HAI.4.Performance.Rate","HAI.4.Achievement.Points","HAI.4.Improvement.Points","HAI.4.Measure.Score","Location"
100179,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0.222222222222222,0.2,0,0,0,0.1,0.444444444444444,0.4,0,0,0,7,12,0.99836,1,1,1,10,"MEMORIAL HOSPITAL JACKSONVILLE","FL","07/01/2011","06/30/2014",2827,2178,2916,3261,2184,"3625 UNIVERSITY BLVD S","Jacksonville","32216","DUVAL",0.851253,0.3,0.222222222222222,0.3,0.904361,1,0,1,0.896818,0.6,0.666666666666667,0.6,0.454228,0.9,1,0.9,0.815,0,0,0,2.62,0,0.222222222222222,0.2,0.3,1.063,0,0.333333333333333,0.3,0.424,0.4,0.111111111111111,0.4,"3625 UNIVERSITY BLVD S
Jacksonville, FL 32216
(30.288327, -81.602345)"
100189,0,0.111111111111111,0.1,0,0.111111111111111,0.1,0,0.111111111111111,0.1,0,0.222222222222222,0.2,0,0.222222222222222,0.2,0,0,0,0,0.222222222222222,0.2,0,0.111111111111111,0.1,10,13,0.99628,1,1,1,10,"NORTHWEST MEDICAL CENTER","FL","07/01/2011","06/30/2014",3154,2184,2940,3692,2077,"2801 N STATE RD 7","Margate","33063","BROWARD",0.866658,1,1,1,0.872895,0,0,0,0.892448,0.5,0,0.5,0.336407,1,1,1,0.762,0,0.444444444444444,0.4,2.283,0,0,0,0.2,0.575,0.2,0.333333333333333,0.3,1.087,0,0.111111111111111,0.1,"2801 N STATE RD 7
Margate, FL 33063
(26.260789, -80.201724)"
100191,0,0.111111111111111,0.1,0,0,0,0,0.111111111111111,0.1,0,0.333333333333333,0.3,0,0.111111111111111,0.1,0.5,0.333333333333333,0.5,0,0.222222222222222,0.2,0.1,0.222222222222222,0.2,15,16,0.99187,1,1,1,10,"MEDICAL CENTER OF TRINITY","FL","07/01/2011","06/30/2014",1536,1594,2706,1612,1256,"9332 SR 54, STE 401","Trinity","34655","PASCO",0.846806,0,0.333333333333333,0.3,0.885553,0.2,0.111111111111111,0.2,0.885418,0.2,0.444444444444444,0.4,0.583689,0.2,0,0.2,0.2,0.6,0.444444444444444,0.6,0.335,0.6,0.333333333333333,0.6,0.2,1.542,0,0,0,0,1,1,1,"9332 SR 54, STE 401
Trinity, FL 34655
"
100204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0.2,0.444444444444444,0.4,0,0,0,5,15,0.99686,1,1,1,10,"NORTH FLORIDA REGIONAL MEDICAL CENTER","FL","07/01/2011","06/30/2014",2846,2338,1885,1839,2442,"6500 NEWBERRY RD","Gainesville","32605","ALACHUA",0.867383,1,1,1,0.883007,0.1,0,0.1,0.918823,1,1,1,0.394012,1,1,1,1.78,0,0,0,4.263,0,0,0,0.5,0.882,0,0.555555555555556,0.5,0.572,0.3,0,0.3,"6500 NEWBERRY RD
Gainesville, FL 32605
(29.659708, -82.412744)"
100212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0.1,0,0.1,0,0,0,2,14,1,1,0,1,10,"OCALA REGIONAL MEDICAL CENTER","FL","07/01/2011","06/30/2014",2452,1596,2143,367,1744,"1431 SW 1ST AVE","Ocala","34478","MARION",0.843753,0,0.333333333333333,0.3,0.877703,0,0,0,0.865914,0,0,0,0.407232,1,1,1,0.737,0,0,0,0.286,0.6,0,0.6,0,1.386,0,0,0,0.926,0,0,0,"1431 SW 1ST AVE
Ocala, FL 34478
(29.174757, -82.137839)"
100226,0,0.222222222222222,0.2,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0,0.333333333333333,0.3,0,0.111111111111111,0.1,0,0.111111111111111,0.1,0.4,0.111111111111111,0.4,0,0.111111111111111,0.1,15,14,1,1,1,1,10,"ORANGE PARK MEDICAL CENTER","FL","07/01/2011","06/30/2014",1867,1363,2317,3021,1425,"2001 KINGSLEY AVE","Orange Park","32073","CLAY",0.852218,0.3,0.777777777777778,0.7,0.887256,0.3,0.666666666666667,0.6,0.884299,0.1,0.222222222222222,0.2,0.407046,1,1,1,0,1,1,1,0.395,0.5,0.888888888888889,0.8,1,0,1,1,1,0,1,1,1,"2001 KINGSLEY AVE
Orange Park, FL 32073
(30.164829, -81.737887)"
100243,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.97549,0.8,0.888888888888889,0.8,8,"BRANDON REGIONAL HOSPITAL","FL","07/01/2011","06/30/2014",1800,1114,2452,2376,2197,"119 OAKFIELD DR","Brandon","33511","HILLSBOROUGH",0.872759,1,1,1,0.887293,0.3,0,0.3,0.89317,0.5,0,0.5,0.439357,1,1,1,0.445,0.1,0.666666666666667,0.6,0.879,0,0,0,0.3,0.643,0.1,0,0.1,0,1,1,1,"119 OAKFIELD DR
Brandon, FL 33511
(27.933973, -82.288295)"
100265,0.3,0.333333333333333,0.3,0,0,0,0.2,0.333333333333333,0.3,0.1,0.222222222222222,0.2,0.3,0.444444444444444,0.4,0,0,0,0.6,0.666666666666667,0.6,0.3,0.111111111111111,0.3,21,15,0.98859,0.9,1,0.9,9,"MEASE COUNTRYSIDE HOSPITAL","FL","07/01/2011","06/30/2014",1191,636,2069,478,832,"3231 MCMULLEN BOOTH RD","Safety Harbor","34695","PINELLAS",0.869725,1,1,1,0.891538,0.5,0.777777777777778,0.7,0.902783,0.9,0.888888888888889,0.9,0.448874,1,1,1,0.095,0.8,0.666666666666667,0.8,0.545,0.3,0.222222222222222,0.3,0,0.847,0,0,0,0.81,0,0,0,"3231 MCMULLEN BOOTH RD
Safety Harbor, FL 34695
(28.040326, -82.708971)"
100269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0,0,0,3,11,0.98438,0.9,0.888888888888889,0.9,9,"PALMS WEST HOSPITAL","FL","07/01/2011","06/30/2014",1672,1767,2552,2769,1649,"13001 SOUTHERN BLVD","Loxahatchee","33470","PALM BEACH",0.859299,0.8,0.444444444444444,0.8,0.890435,0.5,0.111111111111111,0.5,0.900723,0.8,1,0.9,0.529517,0.5,0.444444444444444,0.5,0.611,0,0,0,0.422,0.5,0,0.5,0.5,0,1,0,1,0.739,0.1,0,0.1,"13001 SOUTHERN BLVD
Loxahatchee, FL 33470
(26.681928, -80.251439)"
100281,0.4,0.444444444444444,0.4,0.1,0,0.1,0.2,0.111111111111111,0.2,0.4,0.111111111111111,0.4,0.3,0.111111111111111,0.3,0.6,0.111111111111111,0.6,0,0,0,0.4,0,0.4,24,17,0.99794,1,1,1,10,"MEMORIAL HOSPITAL WEST","FL","07/01/2011","06/30/2014",1700,1512,1909,2790,1099,"703 N FLAMINGO RD","Pembroke Pines","33028","BROWARD",0.865849,1,1,1,0.893558,0.6,0,0.6,0.910462,1,1,1,0.558277,0.4,0.111111111111111,0.4,0.278,0.4,0.444444444444444,0.4,2.615,0,0,0,0.3,0.701,0,0.555555555555556,0.5,1.83,0,0,0,"703 N FLAMINGO RD
Pembroke Pines, FL 33028
(26.012252, -80.31195)"
110001,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.111111111111111,0.1,0,0,0,0,0,0,4,14,0.98667,0.9,1,0.9,9,"HAMILTON MEDICAL CENTER","GA","07/01/2011","06/30/2014",768,1937,1448,1931,1895,"1200 MEMORIAL DRIVE","Dalton","30720","WHITFIELD",0.857713,0.7,0.888888888888889,0.8,0.895272,0.7,0.888888888888889,0.8,0.87726,0,0.333333333333333,0.3,0.425288,1,1,1,1.049,0,0,0,1.007,0,0,0,0.3,0.865,0,0.555555555555556,0.5,0.907,0,0,0,"1200 MEMORIAL DRIVE
Dalton, GA 30720
(34.788884, -84.983657)"
110007,0.1,0,0.1,0.2,0,0.2,0.1,0,0.1,0,0,0,0,0,0,0.2,0,0.2,0,0.222222222222222,0.2,0,0,0,8,16,0.89689,0,0.333333333333333,0.3,3,"PHOEBE PUTNEY MEMORIAL HOSPITAL","GA","07/01/2011","06/30/2014",1832,2970,1662,1408,2232,"417 THIRD AVENUE","Albany","31703","DOUGHERTY",0.852114,0.3,0,0.3,0.878831,0,0.333333333333333,0.3,0.878737,0,0.333333333333333,0.3,0.53533,0.5,0.555555555555556,0.5,0.63,0,0,0,1.661,0,0,0,0.5,0.262,0.6,0.666666666666667,0.6,2.24,0,0,0,"417 THIRD AVENUE
Albany, GA 31703
(31.590227, -84.157357)"
110010,0.3,0,0.3,0.6,0,0.6,0.4,0.222222222222222,0.4,0.2,0,0.2,0.6,0.444444444444444,0.6,0.5,0.222222222222222,0.5,0.6,0.333333333333333,0.6,0.7,0,0.7,39,20,0.97007,0.7,0,0.7,7,"EMORY UNIVERSITY HOSPITAL","GA","07/01/2011","06/30/2014",1522,1987,660,23,1619,"1364 CLIFTON ROAD, NE","Atlanta","30322","DE KALB",0.87461,1,1,1,0.891467,0.5,0.555555555555556,0.5,0.864935,0,0,0,0.460713,0.9,1,0.9,0.213,0.5,0.666666666666667,0.6,1.284,0,0.222222222222222,0.2,0.4,0.478,0.3,0,0.3,0,1,1,1,"1364 CLIFTON ROAD, NE
Atlanta, GA 30322
(33.791881, -84.320977)"
110016,0.7,0.222222222222222,0.7,0.5,0.555555555555556,0.5,0.4,0,0.4,0.7,0.555555555555556,0.7,0.5,0,0.5,0.5,0.222222222222222,0.5,0.6,0.666666666666667,0.6,0.3,0.333333333333333,0.3,42,20,0.98242,0.9,0.888888888888889,0.9,9,"WEST GEORGIA MEDICAL CENTER","GA","07/01/2011","06/30/2014",2461,1208,1206,2318,1125,"1514 VERNON ROAD","Lagrange","30240","TROUP",0.856345,0.6,0.888888888888889,0.8,0.892074,0.6,0,0.6,0.889447,0.3,0.666666666666667,0.6,0.280472,1,1,1,0.844,0,0,0,0,1,0,1,0.5,0.991,0,0.333333333333333,0.3,0,1,1,1,"1514 VERNON ROAD
Lagrange, GA 30240
(33.030172, -85.058365)"
110025,0.3,0.555555555555556,0.5,0.2,0.111111111111111,0.2,0,0.111111111111111,0.1,0.3,0.555555555555556,0.5,0.2,0.444444444444444,0.4,0.3,0.111111111111111,0.3,0.1,0.444444444444444,0.4,0,0.111111111111111,0.1,25,19,0.94336,0.5,0.111111111111111,0.5,5,"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","GA","07/01/2011","06/30/2014",2104,2896,515,384,1864,"2415 PARKWOOD DRIVE","Brunswick","31520","GLYNN",0.860373,0.8,1,0.9,0.879875,0,0,0,0.884454,0.1,0.111111111111111,0.1,0.515962,0.6,0,0.6,0.48,0,0.777777777777778,0.7,0.936,0,0,0,0.4,1.494,0,0,0,0,1,1,1,"2415 PARKWOOD DRIVE
Brunswick, GA 31520
(31.173786, -81.484523)"
110028,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.6,0.777777777777778,0.7,0.3,0,0.3,14,14,0.95396,0.6,0.777777777777778,0.7,7,"UNIVERSITY HOSPITAL","GA","07/01/2011","06/30/2014",2727,1394,1643,1786,2907,"1350 WALTON WAY","Augusta","30901","RICHMOND",0.848858,0.1,0.444444444444444,0.4,0.877881,0,0,0,0.877096,0,0.222222222222222,0.2,0.318042,1,1,1,0.815,0,0,0,0.548,0.3,0.222222222222222,0.3,0.2,0.669,0,0,0,0,1,1,1,"1350 WALTON WAY
Augusta, GA 30901
(33.473139, -81.981699)"
110029,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.3,0,0.3,9,19,0.88364,0,0,0,0,"NORTHEAST GEORGIA MEDICAL CENTER, INC","GA","07/01/2011","06/30/2014",385,2370,437,1878,2878,"743 SPRING STREET","Gainesville","30501","HALL",0.862285,0.9,1,0.9,0.901511,1,1,1,0.894952,0.6,0.111111111111111,0.6,0.47345,0.8,0.888888888888889,0.8,0.165,0.6,0.333333333333333,0.6,1.049,0,0.111111111111111,0.1,0.4,1.237,0,0.222222222222222,0.2,0.333,0.6,0.555555555555556,0.6,"743 SPRING STREET
Gainesville, GA 30501
(34.30335, -83.81737)"
110035,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0.111111111111111,0.2,0,0.111111111111111,0.1,0.2,0,0.2,7,19,0.79592,0,0,0,0,"WELLSTAR KENNESTONE HOSPITAL","GA","07/01/2011","06/30/2014",1195,2102,2255,2392,840,"677 CHURCH STREET","Marietta","30060","COBB",0.876085,1,1,1,0.89708,0.8,0.777777777777778,0.8,0.878307,0,0,0,0.57555,0.3,0,0.3,0.323,0.3,0.333333333333333,0.3,1.444,0,0,0,0,1.417,0,0,0,0.774,0,0,0,"677 CHURCH STREET
Marietta, GA 30060
(33.969172, -84.550331)"
110036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,1,13,0.91716,0.2,0.111111111111111,0.2,2,"MEMORIAL HEALTH UNIV MED CEN, INC","GA","07/01/2011","06/30/2014",2795,870,2267,3297,1238,"4700 WATERS AVENUE","Savannah","31403","CHATHAM",0.839792,0,0,0,0.863678,0,0,0,0.914378,1,1,1,0.687845,0,0.111111111111111,0.1,0.29,0.4,0,0.4,1.709,0,0,0,0.6,0.823,0,0.555555555555556,0.5,1.251,0,0.777777777777778,0.7,"4700 WATERS AVENUE
Savannah, GA 31403
(32.031785, -81.091827)"
110054,0.5,0.111111111111111,0.5,0.1,0,0.1,0.2,0,0.2,0.3,0,0.3,0.4,0,0.4,0.2,0,0.2,0.1,0.333333333333333,0.3,0.5,0.444444444444444,0.5,25,20,0.98747,0.9,0,0.9,9,"FLOYD MEDICAL CENTER","GA","07/01/2011","06/30/2014",1490,1688,1364,2706,1055,"304 TURNER MCCALL BLVD P O BOX 233","Rome","30162","FLOYD",0.83744,0,0,0,0.880187,0,0.555555555555556,0.5,0.879666,0,0,0,0.412354,1,1,1,0.993,0,0,0,0.481,0.4,0,0.4,0.4,0.391,0.4,0.444444444444444,0.4,0.508,0.3,0,0.3,"304 TURNER MCCALL BLVD P O BOX 233
Rome, GA 30162
(34.260457, -85.180345)"
110069,0.1,0,0.1,0.3,0,0.3,0.2,0.333333333333333,0.3,0,0,0,0.1,0,0.1,0.2,0,0.2,0.7,0.666666666666667,0.7,0.1,0,0.1,18,18,0.88931,0,0.333333333333333,0.3,3,"HOUSTON MEDICAL CENTER","GA","07/01/2011","06/30/2014",2565,3177,1632,3665,2333,"1601 WATSON BOULEVARD","Warner Robins","31093","HOUSTON",0.869523,1,1,1,0.916707,1,1,1,0.909428,1,1,1,0.394787,1,1,1,0.276,0.4,0.444444444444444,0.4,0.526,0.4,0,0.4,0.1,0.864,0,0.111111111111111,0.1,1.076,0,0,0,"1601 WATSON BOULEVARD
Warner Robins, GA 31093
(32.618198, -83.62941)"
110074,0.2,0.222222222222222,0.2,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0.1,0.111111111111111,0.1,0.4,0,0.4,8,18,0.69368,0,0,0,0,"ATHENS REGIONAL MEDICAL CENTER","GA","07/01/2011","06/30/2014",373,1742,625,3537,1087,"1199 PRINCE AVENUE","Athens","30612","CLARKE",0.874113,1,1,1,0.899755,0.9,1,0.9,0.90424,1,1,1,0.547717,0.4,0,0.4,0.825,0,0,0,3.451,0,0,0,0.3,0.404,0.4,0.444444444444444,0.4,1.434,0,0,0,"1199 PRINCE AVENUE
Athens, GA 30612
(33.962383, -83.397803)"
110076,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.97732,0.8,1,0.9,9,"DEKALB MEDICAL CENTER","GA","07/01/2011","06/30/2014",2707,1583,2119,1876,1881,"2701 N DECATUR ROAD","Decatur","30033","DE KALB",0.857578,0.7,0.333333333333333,0.7,0.897151,0.8,1,0.9,0.890932,0.4,0.666666666666667,0.6,0.472003,0.8,0.555555555555556,0.8,0.646,0,0,0,2.466,0,0,0,0.4,2.06,0,0.333333333333333,0.3,1.013,0,0.555555555555556,0.5,"2701 N DECATUR ROAD
Decatur, GA 30033
(33.79203, -84.283193)"
110078,0,0,0,0.2,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0.2,0.222222222222222,0.2,0,0.333333333333333,0.3,0.3,0,0.3,12,16,0.98252,0.9,0,0.9,9,"EMORY UNIVERSITY HOSPITAL MIDTOWN","GA","07/01/2011","06/30/2014",2198,1510,1264,1108,2086,"550 PEACHTREE ST NE","Atlanta","30308","FULTON",0.881266,1,1,1,0.909315,1,1,1,0.912168,1,1,1,0.67443,0,0.555555555555556,0.5,0.892,0,0,0,1.266,0,0,0,0.3,1.171,0,0.444444444444444,0.4,1.676,0,0,0,"550 PEACHTREE ST NE
Atlanta, GA 30308
(33.769802, -84.385172)"
110079,0,0.222222222222222,0.2,0.1,0,0.1,0,0.111111111111111,0.1,0,0,0,0,0.111111111111111,0.1,0.1,0.333333333333333,0.3,0,0.111111111111111,0.1,0.1,0.333333333333333,0.3,12,12,0.95661,0.6,0.888888888888889,0.8,8,"GRADY MEMORIAL HOSPITAL","GA","07/01/2011","06/30/2014",2577,1475,2984,3692,2153,"80 JESSE HILL, JR DRIVE SE","Atlanta","30303","FULTON",0.87087,1,1,1,0.894098,0.7,0.444444444444444,0.7,0.884424,0.1,0.333333333333333,0.3,1.11113,0,0,0,0.903,0,0.333333333333333,0.3,1.003,0,0,0,0.1,0.746,0,0,0,1.051,0,0.333333333333333,0.3,"80 JESSE HILL, JR DRIVE SE
Atlanta, GA 30303
(33.752186, -84.382576)"
110083,0.2,0.222222222222222,0.2,0.4,0.111111111111111,0.4,0,0,0,0.1,0.111111111111111,0.1,0,0.111111111111111,0.1,0,0,0,0,0,0,0.4,0.111111111111111,0.4,12,18,0.74042,0,0.111111111111111,0.1,1,"PIEDMONT HOSPITAL","GA","07/01/2011","06/30/2014",1141,1829,954,2469,2121,"1968 PEACHTREE RD NW","Atlanta","30309","FULTON",0.873346,1,1,1,0.895206,0.7,0,0.7,0.900863,0.8,0.888888888888889,0.8,0.780056,0,0.555555555555556,0.5,0.817,0,0.333333333333333,0.3,2.437,0,0,0,0,0.966,0,0,0,1.755,0,0,0,"1968 PEACHTREE RD NW
Atlanta, GA 30309
(33.807481, -84.393754)"
110087,0,0,0,0,0.111111111111111,0.1,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0.2,0.111111111111111,0.2,0.2,0,0.2,7,16,0.94264,0.4,0.333333333333333,0.4,4,"GWINNETT MEDICAL CENTER","GA","07/01/2011","06/30/2014",1184,854,732,742,1593,"1000 MEDICAL CENTER BOULEVARD","Lawrenceville","30045","GWINNETT",0.869176,1,1,1,0.89789,0.8,0.666666666666667,0.8,0.912404,1,1,1,0.523275,0.6,0,0.6,0.412,0.2,0.555555555555556,0.5,1.455,0,0,0,0,0.969,0,0,0,2.253,0,0,0,"1000 MEDICAL CENTER BOULEVARD
Lawrenceville, GA 30045
(33.961704, -84.016197)"
110107,0.1,0,0.1,0,0,0,0,0,0,0.2,0.444444444444444,0.4,0,0.111111111111111,0.1,0.2,0,0.2,0,0.111111111111111,0.1,0.2,0,0.2,11,18,0.89423,0,0.777777777777778,0.7,7,"MEDICAL CENTER OF CENTRAL GEORGIA","GA","07/01/2011","06/30/2014",3076,1748,1086,1004,1778,"777 HEMLOCK STREET","Macon","31201","BIBB",0.862385,1,1,1,0.883233,0.1,0,0.1,0.861372,0,0,0,0.426714,1,1,1,0.733,0,0,0,1.615,0,0,0,0.2,1.526,0,0,0,0,1,1,1,"777 HEMLOCK STREET
Macon, GA 31201
(32.833066, -83.636328)"
110122,0.4,0.222222222222222,0.4,0.2,0,0.2,0.2,0,0.2,0.3,0,0.3,0.4,0.444444444444444,0.4,0.4,0.222222222222222,0.4,0.4,0.555555555555556,0.5,0.1,0,0.1,25,20,0.9792,0.8,1,0.9,9,"SOUTH GEORGIA MEDICAL CENTER","GA","07/01/2011","06/30/2014",1081,1744,1747,3122,1673,"2501 NORTH PATTERSON STREET, PO BOX 1727","Valdosta","31603","LOWNDES",0.849681,0.2,0.666666666666667,0.6,0.885696,0.3,0.333333333333333,0.3,0.862946,0,0,0,0.54085,0.5,0.666666666666667,0.6,0.106,0.7,0,0.7,0.395,0.5,0.777777777777778,0.7,0.6,0.21,0.7,0,0.7,0.449,0.4,0,0.4,"2501 NORTH PATTERSON STREET, PO BOX 1727
Valdosta, GA 31603
(30.860933, -83.288877)"
110143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0.111111111111111,0.1,0,0,0,2,12,0.90457,0,0,0,0,"WELLSTAR COBB HOSPITAL","GA","07/01/2011","06/30/2014",1690,1901,909,647,1620,"3950 AUSTELL RD","Austell","30106","COBB",0.861072,0.9,1,0.9,0.909941,1,1,1,0.880075,0,0.444444444444444,0.4,0.560165,0.4,0,0.4,0.213,0.5,0.777777777777778,0.7,1.53,0,0,0,0.6,0.392,0.4,0.444444444444444,0.4,0.7,0.1,0.888888888888889,0.8,"3950 AUSTELL RD
Austell, GA 30106
(33.857961, -84.600703)"
110164,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0.2,0.444444444444444,0.4,0.3,0.222222222222222,0.3,0.4,0.444444444444444,0.4,0.2,0.111111111111111,0.2,14,14,0.9929,1,1,1,10,"COLISEUM MEDICAL CENTERS","GA","07/01/2011","06/30/2014",1600,1700,1985,3692,2390,"350 HOSPITAL DRIVE","Macon","31217","BIBB",0.841722,0,0,0,0.894461,0.7,0.888888888888889,0.8,0.8895,0.3,0.444444444444444,0.4,0.557982,0.4,0,0.4,0.825,0,0.222222222222222,0.2,0.48,0.4,0,0.4,0.5,0.425,0.4,0,0.4,0,1,0,1,"350 HOSPITAL DRIVE
Macon, GA 31217
(32.845999, -83.617823)"
110165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.96837,0.7,0.555555555555556,0.7,7,"SOUTHERN REGIONAL MEDICAL CENTER","GA","07/01/2011","06/30/2014",1274,2584,2180,3638,1771,"11 UPPER RIVERDALE ROAD, SW","Riverdale","30274","CLAYTON",0.85881,0.7,0.888888888888889,0.8,0.886454,0.3,0.666666666666667,0.6,0.873568,0,0.333333333333333,0.3,0.655608,0,0,0,2.279,0,0,0,1.172,0,0,0,0,0.864,0,0,0,1.589,0,0,0,"11 UPPER RIVERDALE ROAD, SW
Riverdale, GA 30274
(33.576612, -84.393249)"
110191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.84972,0,0,0,0,"PIEDMONT HENRY HOSPITAL","GA","07/01/2011","06/30/2014",1611,1526,3238,3634,2593,"1133 EAGLE'S LANDING PARKWAY","Stockbridge","30281","HENRY",0.858126,0.7,0.777777777777778,0.7,0.870096,0,0,0,0.86815,0,0,0,0.451516,0.9,1,0.9,0.176,0.6,0.888888888888889,0.8,0.79,0.1,0.222222222222222,0.2,0.3,1.223,0,0,0,0,1,1,1,"1133 EAGLE'S LANDING PARKWAY
Stockbridge, GA 30281
(33.50914, -84.225671)"
110192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.95118,0.5,0.333333333333333,0.5,5,"EASTSIDE MEDICAL CENTER","GA","07/01/2011","06/30/2014",1335,2189,1525,3365,1958,"1700 MEDICAL WAY","Snellville","30078","GWINNETT",0.851894,0.3,0.666666666666667,0.6,0.883653,0.2,0.111111111111111,0.2,0.889586,0.3,0.444444444444444,0.4,0.422263,1,1,1,0.182,0.6,0.777777777777778,0.7,2.756,0,0,0,0,2.058,0,0,0,1.597,0,0,0,"1700 MEDICAL WAY
Snellville, GA 30078
(33.877487, -84.019732)"
110215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,1,14,0.80435,0,0.555555555555556,0.5,5,"PIEDMONT FAYETTE HOSPITAL","GA","07/01/2011","06/30/2014",2632,530,2237,2207,1055,"1255 HIGHWAY 54 WEST","Fayetteville","30214","FAYETTE",0.877123,1,1,1,0.868185,0,0,0,0.861976,0,0,0,0.534794,0.5,0.777777777777778,0.7,0,1,1,1,0.316,0.6,0,0.6,0.4,0.363,0.5,0.555555555555556,0.5,0.698,0.1,0,0.1,"1255 HIGHWAY 54 WEST
Fayetteville, GA 30214
(33.451002, -84.506963)"
120001,0.3,0.333333333333333,0.3,0.1,0.333333333333333,0.3,0,0.111111111111111,0.1,0.2,0.333333333333333,0.3,0.5,0.555555555555556,0.5,0.1,0,0.1,0,0.222222222222222,0.2,0.7,0.555555555555556,0.7,25,19,0.915,0.1,0.555555555555556,0.5,5,"THE QUEENS MEDICAL CENTER","HI","07/01/2011","06/30/2014",716,2473,1404,613,932,"1301 PUNCHBOWL ST","Honolulu","96813","HONOLULU",0.829875,0,0,0,0.876351,0,0,0,0.899793,0.8,0.888888888888889,0.8,0.552714,0.4,0,0.4,0.204,0.6,0,0.6,0.797,0.1,0,0.1,0.1,0.809,0,0,0,0.946,0,0.333333333333333,0.3,"1301 PUNCHBOWL ST
Honolulu, HI 96813
(21.308063, -157.855051)"
